transaction_id,device_id,merchant_id,timestamp,transaction_amount,retry_count,device_uptime_hrs,firmware_version,last_ping_gap_sec,geo_city,geo_lat,geo_lon,ip_consistency_flag,label,fraud_type,burst_count_5min,velocity_15min,device_count_1h,device_count_6h,device_count_24h,merchant_velocity_15min,ring_community_id,ring_size,ring_score,merchant_avg_amount,merchant_std_amount,merchant_avg_velocity,merchant_amount_deviation,merchant_velocity_deviation,device_avg_amount,device_std_amount,device_avg_burst,device_amount_deviation,device_burst_deviation,anomaly_score,anomaly_raw_score,anomaly_risk,risk_score,risk_priority,merchant_risk_mean,merchant_risk_std,merchant_adaptive_threshold,merchant_adaptive_flag,risk_reasons,incident_id,investigation_priority
cfe57121-7c34-4ac6-b954-ec6cd71b8a35,POS-055D6FBC,MER-294500,2026-08-19 19:10:09.573178+00:00,19.78,2,157.6,v2.2.0,1.15,Kolkata,22.5726,88.3639,1,fraud,card_testing,12.0,12.0,12.0,13.0,13.0,12.0,RING-002,6,37.5,1649.753846153846,1628.2081136322763,2.6923076923076925,1.0010844636547294,4.457142857142856,1649.753846153846,1628.2081136322763,2.6923076923076925,1.0010844636547294,4.457142857142856,-1,-0.1839596189729763,100.0,84.63,CRITICAL,30.974102564102566,24.287905449978563,79.5499134640597,True,Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline,INC-0020,P0 — Immediate
681ca310-09df-45ab-bcfd-3cf1cb97f9e0,POS-81C99677,MER-2280B3,2026-08-09 19:00:09.142635+00:00,14.54,1,51.6,v2.1.0,0.44,Nagpur,21.1458,79.0882,1,fraud,card_testing,11.0,11.0,11.0,11.0,11.0,11.0,RING-020,6,37.5,2000.400487804878,1774.8479734937175,2.6097560975609757,1.1188904725714568,4.214953271028037,2000.400487804878,1774.8479734937175,2.6097560975609757,1.1188904725714568,4.214953271028037,-1,-0.16290206792578366,100.0,84.48,CRITICAL,30.200000000000003,23.373679000106083,76.94735800021218,True,Isolation Forest anomaly; high transaction burst (11 in 5 min); high device velocity (11 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline,INC-0007,P0 — Immediate
5a3d046d-3caa-4bb1-b21f-558cb58f974f,POS-00CFCF07,MER-73C8B8,2026-08-01 08:25:39.220945+00:00,2.79,0,391.3,v2.3.0-beta,0.75,Kolkata,22.5726,88.3639,1,fraud,card_testing,12.0,12.0,12.0,12.0,12.0,12.0,RING-025,4,43.75,1845.3763333333334,1825.8477593851055,3.2,1.0091675627730676,3.75,1845.3763333333334,1825.8477593851055,3.2,1.0091675627730676,3.75,-1,-0.18088080862871536,100.0,84.34,CRITICAL,34.71966666666666,25.13993148474099,84.99952963614865,False,"Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-025, 4 devices)",INC-0001,P0 — Immediate
e0f8534f-a3b9-46f7-896e-97cc3e35326b,POS-28402991,MER-833A0C,2026-08-11 22:53:36.857335+00:00,13.47,1,42.0,v2.1.1,1.17,Hyderabad,17.385,78.4867,1,fraud,card_testing,12.0,12.0,12.0,12.0,12.0,12.0,RING-004,4,62.5,2395.948928571429,6941.196969839829,3.357142857142857,0.3432374760323803,3.574468085106383,2395.948928571429,6941.196969839829,3.357142857142857,0.3432374760323803,3.574468085106383,-1,-0.17312286442172142,100.0,84.28,CRITICAL,36.223214285714285,25.309750580969766,86.84271544765382,False,"Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-004, 4 devices)",INC-0011,P0 — Immediate
18fc037d-e6c7-4747-98ab-8628d1f45a57,POS-77B485D3,MER-340AFB,2026-08-19 12:19:32.337859+00:00,18.08,1,427.7,v2.1.0,1.34,Delhi,28.7041,77.1025,1,fraud,card_testing,12.0,12.0,12.0,12.0,14.0,12.0,RING-024,9,41.67,1683.6415625,1847.451964654002,3.125,0.9015452603726738,3.84,1683.6415625,1847.451964654002,3.09375,0.9015452603726738,3.878787878787879,-1,-0.18543877731645864,100.0,84.25,CRITICAL,33.5609375,24.392819588555945,82.3465766771119,True,"Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-024, 9 devices)",INC-0019,P0 — Immediate
e85284c4-9353-4020-bcf3-ef574c772c08,POS-0AE6C0D2,MER-897854,2026-08-20 06:24:27.144084+00:00,18.83,2,227.7,v2.1.1,0.62,Kolkata,22.5726,88.3639,1,fraud,card_testing,10.0,10.0,10.0,11.0,12.0,10.0,RING-027,3,50.0,1696.6145238095237,1639.2351669726986,2.5714285714285716,1.0235166726614444,3.8888888888888884,1696.6145238095237,1639.2351669726986,2.5714285714285716,1.0235166726614444,3.8888888888888884,-1,-0.15176685550178703,97.18159433803083,84.03,CRITICAL,31.454523809523806,23.595713459655148,78.6459507288341,True,"Isolation Forest anomaly; high transaction burst (10 in 5 min); high device velocity (10 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-027, 3 devices)",INC-0021,P0 — Immediate
c9cd8dea-905c-4fb3-b658-174d9427b655,POS-FA8E124D,MER-079B19,2026-08-19 12:13:19.841064+00:00,7.05,0,337.0,v2.1.1,0.32,Delhi,28.7041,77.1025,1,fraud,card_testing,12.0,12.0,12.0,12.0,12.0,12.0,RING-014,11,45.45,1983.6056250000001,3685.2812280983103,3.0625,0.5363377996582226,3.9183673469387754,1983.6056250000001,3685.2812280983103,3.0625,0.5363377996582226,3.9183673469387754,-1,-0.1814959013462416,100.0,84.02,CRITICAL,32.511875,25.41684372139988,83.34556244279976,True,"Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-014, 11 devices)",INC-0018,P0 — Immediate
8e7b38bb-a7bf-47ef-94cc-cc4736f83c7b,POS-055D6FBC,MER-294500,2026-08-19 19:10:08.036992+00:00,6.43,1,132.5,v2.2.0,1.49,Kolkata,22.5726,88.3639,1,fraud,card_testing,11.0,11.0,11.0,12.0,12.0,11.0,RING-002,6,37.5,1649.753846153846,1628.2081136322763,2.6923076923076925,1.0092836612193565,4.085714285714285,1649.753846153846,1628.2081136322763,2.6923076923076925,1.0092836612193565,4.085714285714285,-1,-0.16055320135126638,99.63016659315898,84.02,CRITICAL,30.974102564102566,24.287905449978563,79.5499134640597,True,Isolation Forest anomaly; high transaction burst (11 in 5 min); high device velocity (11 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline,INC-0020,P0 — Immediate
dd86b30d-e48c-4e99-8dfd-b72690e1c0d7,POS-24B8E3FE,MER-C60B06,2026-08-12 23:07:58.407789+00:00,2.36,1,95.5,v2.3.0-beta,1.12,Bengaluru,12.9716,77.5946,1,fraud,card_testing,12.0,12.0,12.0,13.0,13.0,12.0,RING-011,7,46.43,1217.6675862068967,1391.0000955752641,3.2758620689655173,0.8736933879967077,3.663157894736842,1217.6675862068967,1391.0000955752641,3.2758620689655173,0.8736933879967077,3.663157894736842,-1,-0.17709500607327955,100.0,83.9,CRITICAL,34.18103448275862,25.405093885286018,84.99122225333065,False,"Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-011, 7 devices)",INC-0013,P0 — Immediate
ecca7d4b-50c1-42a8-afc2-44c33a358eba,POS-CC26C0E8,MER-0D1C10,2026-08-08 17:57:31.097649+00:00,9.08,0,92.9,v2.1.0,1.33,Delhi,28.7041,77.1025,1,fraud,card_testing,11.0,11.0,11.0,11.0,12.0,11.0,RING-024,9,41.67,1473.9082857142857,1535.6094075326762,2.8857142857142857,0.9539068193570673,3.8118811881188117,1473.9082857142857,1535.6094075326762,2.8857142857142857,0.9539068193570673,3.8118811881188117,-1,-0.16089349511324702,99.72499940289049,83.58,CRITICAL,31.180285714285713,24.691913475719875,80.56411266572546,True,"Isolation Forest anomaly; high transaction burst (11 in 5 min); high device velocity (11 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-024, 9 devices)",INC-0005,P0 — Immediate
849d4968-7781-44f3-a06a-52ba08d1b5a9,POS-FB95985B,MER-7765F7,2026-08-17 04:51:47.192148+00:00,7.57,0,144.1,v2.1.0,1.34,Hyderabad,17.385,78.4867,1,fraud,card_testing,12.0,12.0,12.0,12.0,12.0,12.0,RING-019,4,43.75,1458.8658620689655,1716.3588127726284,3.2758620689655173,0.845566702759852,3.663157894736842,1458.8658620689655,1716.3588127726284,3.2758620689655173,0.845566702759852,3.663157894736842,-1,-0.1760553412789836,100.0,83.41,CRITICAL,34.471724137931034,25.05971554806147,84.59115523405397,False,"Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-019, 4 devices)",INC-0016,P0 — Immediate
eb7f45cc-bebb-4531-a25b-7baa524f1950,POS-DEE4DD42,MER-D53081,2026-08-16 00:02:46.409712+00:00,3.11,2,10.9,v2.1.0,0.56,Mumbai,19.076,72.8777,1,fraud,card_testing,12.0,12.0,12.0,12.0,12.0,12.0,RING-016,9,33.33,1355.9837499999999,1597.4043431601071,3.0625,0.8469200398714591,3.9183673469387754,1355.9837499999999,1597.4043431601071,3.0625,0.8469200398714591,3.9183673469387754,-1,-0.19227308738539806,100.0,83.13,CRITICAL,33.758125,24.871361745603018,83.50084849120603,False,Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline,INC-0015,P0 — Immediate
616258b3-20d1-4981-96fc-c16b2f0e820e,POS-A22B806C,MER-66332B,2026-08-10 05:19:52.539041+00:00,3.63,1,102.9,v2.1.1,1.04,Delhi,28.7041,77.1025,1,fraud,card_testing,12.0,12.0,12.0,12.0,13.0,12.0,RING-014,11,45.45,1636.4144444444446,1713.4661851982808,3.4444444444444446,0.952913140947395,3.4838709677419355,1636.4144444444446,1713.4661851982808,3.4444444444444446,0.952913140947395,3.4838709677419355,-1,-0.17127934923286725,100.0,83.1,CRITICAL,35.495925925925924,25.35330159948211,86.20252912489013,False,"Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-014, 11 devices)",INC-0008,P0 — Immediate
c5e494b5-0cfa-42ec-9cc7-605c396a86c2,POS-C2744B6C,MER-4093C0,2026-08-03 03:24:01.336578+00:00,15.88,0,428.1,v2.1.1,0.63,Nagpur,21.1458,79.0882,1,fraud,card_testing,11.0,11.0,11.0,11.0,11.0,11.0,RING-023,4,43.75,1419.55,1594.3698370065363,3.0,0.8803917180441776,3.6666666666666665,1419.55,1594.3698370065363,3.0,0.8803917180441776,3.6666666666666665,-1,-0.16161399663830045,99.9257882261677,83.01,CRITICAL,31.704545454545453,24.882663780595955,81.46987301573736,True,"Isolation Forest anomaly; high transaction burst (11 in 5 min); high device velocity (11 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-023, 4 devices)",INC-0003,P0 — Immediate
316c9e61-245f-46dc-867c-0fe9d122d333,POS-C72F113B,MER-DDFFD5,2026-08-02 00:08:14.134531+00:00,3.11,0,274.0,v2.3.0-beta,1.49,Bengaluru,12.9716,77.5946,1,fraud,card_testing,12.0,12.0,12.0,13.0,14.0,12.0,RING-011,7,46.43,1195.0918518518517,1432.7435241737523,3.4444444444444446,0.831957591669629,3.4838709677419355,1195.0918518518517,1432.7435241737523,3.4444444444444446,0.831957591669629,3.4838709677419355,-1,-0.18645123793376717,100.0,82.88,CRITICAL,36.135185185185186,25.161801386284907,86.45878795775499,False,"Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-011, 7 devices)",INC-0002,P0 — Immediate
c40a4343-21a3-44b9-b0b2-1479482b7896,POS-8BA2BC27,MER-CDDE89,2026-08-09 10:41:14.474746+00:00,17.76,2,305.1,v2.1.1,0.76,Bengaluru,12.9716,77.5946,1,fraud,card_testing,10.0,10.0,10.0,10.0,12.0,10.0,RING-012,2,54.17,1555.2063157894736,1538.7944675646847,2.763157894736842,0.9991238909395452,3.619047619047619,1555.2063157894736,1538.7944675646847,2.763157894736842,0.9991238909395452,3.619047619047619,-1,-0.14798702854869572,96.12823500468822,82.86,CRITICAL,33.04394736842105,24.335251878646233,81.71445112571351,True,"Isolation Forest anomaly; high transaction burst (10 in 5 min); high device velocity (10 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-012, 2 devices)",INC-0006,P0 — Immediate
c4ece67d-7dcc-4c6b-afd3-e544d175864c,POS-10016958,MER-25A16E,2026-08-12 18:39:18.926156+00:00,3.11,2,26.6,v2.1.1,0.47,Delhi,28.7041,77.1025,1,fraud,card_testing,11.0,11.0,11.0,13.0,13.0,11.0,RING-014,11,45.45,1364.4054838709678,1433.3486462124017,3.161290322580645,0.9497308889000363,3.479591836734694,1364.4054838709678,1433.3486462124017,3.129032258064516,0.9497308889000363,3.515463917525773,-1,-0.184606454774368,100.0,82.65,CRITICAL,34.15806451612904,24.96172475602796,84.08151402818496,False,"Isolation Forest anomaly; high transaction burst (11 in 5 min); high device velocity (11 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-014, 11 devices)",INC-0012,P0 — Immediate
5eb7e507-32f9-4e6f-adca-7bdd7d0ecfb8,POS-00CFCF07,MER-73C8B8,2026-08-01 08:25:29.952628+00:00,1.77,1,287.4,v2.3.0-beta,1.32,Kolkata,22.5726,88.3639,1,fraud,card_testing,11.0,11.0,11.0,11.0,11.0,11.0,RING-025,4,43.75,1845.3763333333334,1825.8477593851055,3.2,1.0097262073778859,3.4375,1845.3763333333334,1825.8477593851055,3.2,1.0097262073778859,3.4375,-1,-0.16131275503732234,99.84183844330214,82.22,CRITICAL,34.71966666666666,25.13993148474099,84.99952963614865,False,"Isolation Forest anomaly; high transaction burst (11 in 5 min); high device velocity (11 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-025, 4 devices)",INC-0001,P0 — Immediate
0b10a923-fd16-40f5-a555-fdb8cfbd1880,POS-28402991,MER-833A0C,2026-08-11 22:53:36.682712+00:00,1.56,2,201.3,v2.1.1,0.67,Hyderabad,17.385,78.4867,1,fraud,card_testing,11.0,11.0,11.0,11.0,11.0,11.0,RING-004,4,62.5,2395.948928571429,6941.196969839829,3.357142857142857,0.34495331842264093,3.276595744680851,2395.948928571429,6941.196969839829,3.357142857142857,0.34495331842264093,3.276595744680851,-1,-0.16092711576727492,99.73436878147658,82.2,CRITICAL,36.223214285714285,25.309750580969766,86.84271544765382,False,"Isolation Forest anomaly; high transaction burst (11 in 5 min); high device velocity (11 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-004, 4 devices)",INC-0011,P0 — Immediate
80190300-f1b9-4245-9efe-5f37be74de2f,POS-77B485D3,MER-340AFB,2026-08-19 12:19:23.826701+00:00,14.18,2,466.3,v2.1.0,1.02,Delhi,28.7041,77.1025,1,fraud,card_testing,11.0,11.0,11.0,11.0,13.0,11.0,RING-024,9,41.67,1683.6415625,1847.451964654002,3.125,0.9036562760172566,3.52,1683.6415625,1847.451964654002,3.09375,0.9036562760172566,3.5555555555555554,-1,-0.16793132159973012,100.0,82.15,CRITICAL,33.5609375,24.392819588555945,82.3465766771119,False,"Isolation Forest anomaly; high transaction burst (11 in 5 min); high device velocity (11 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-024, 9 devices)",INC-0019,P0 — Immediate
d8c57e97-e8c6-4d2a-aabc-2ed3d70d1040,POS-FA8E124D,MER-079B19,2026-08-19 12:13:13.774364+00:00,15.34,1,480.6,v2.1.1,0.31,Delhi,28.7041,77.1025,1,fraud,card_testing,11.0,11.0,11.0,11.0,11.0,11.0,RING-014,11,45.45,1983.6056250000001,3685.2812280983103,3.0625,0.5340883105454806,3.5918367346938775,1983.6056250000001,3685.2812280983103,3.0625,0.5340883105454806,3.5918367346938775,-1,-0.16699596976407427,100.0,81.88,CRITICAL,32.511875,25.41684372139988,83.34556244279976,False,"Isolation Forest anomaly; high transaction burst (11 in 5 min); high device velocity (11 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-014, 11 devices)",INC-0018,P0 — Immediate
f8f11080-5e40-47f5-ba46-2d033f8baaa7,POS-81C99677,MER-2280B3,2026-08-09 19:00:07.662736+00:00,9.97,2,72.5,v2.1.0,1.46,Nagpur,21.1458,79.0882,1,fraud,card_testing,10.0,10.0,10.0,10.0,10.0,10.0,RING-020,6,37.5,2000.400487804878,1774.8479734937175,2.6097560975609757,1.1214653409930062,3.831775700934579,2000.400487804878,1774.8479734937175,2.6097560975609757,1.1214653409930062,3.831775700934579,-1,-0.14881734973853145,96.35962828957665,81.87,CRITICAL,30.200000000000003,23.373679000106083,76.94735800021218,True,Isolation Forest anomaly; high transaction burst (10 in 5 min); high device velocity (10 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline,INC-0007,P0 — Immediate
743b3d46-8b8a-4125-9d52-c964a5c45b63,POS-055D6FBC,MER-294500,2026-08-19 19:10:03.396591+00:00,15.85,2,415.8,v2.2.0,0.34,Kolkata,22.5726,88.3639,1,fraud,card_testing,10.0,10.0,10.0,11.0,11.0,10.0,RING-002,6,37.5,1649.753846153846,1628.2081136322763,2.6923076923076925,1.0034981600164512,3.714285714285714,1649.753846153846,1628.2081136322763,2.6923076923076925,1.0034981600164512,3.714285714285714,-1,-0.15805016709222452,98.9326228878098,81.83,CRITICAL,30.974102564102566,24.287905449978563,79.5499134640597,True,Isolation Forest anomaly; high transaction burst (10 in 5 min); high device velocity (10 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline,INC-0020,P0 — Immediate
a2ac2179-3bc5-483e-9a1b-af4eaff57319,POS-38B8A946,MER-7808DD,2026-08-05 03:10:01.576566+00:00,1.81,0,419.3,v2.3.0-beta,1.39,Nagpur,21.1458,79.0882,1,fraud,card_testing,12.0,12.0,12.0,12.0,12.0,12.0,RING-001,3,50.0,1386.8624444444445,1725.4519949779635,3.933333333333333,0.8027186200924319,3.050847457627119,1386.8624444444445,1725.4519949779635,3.933333333333333,0.8027186200924319,3.050847457627119,-1,-0.18873472320628049,100.0,81.16,CRITICAL,40.24911111111111,23.877341372315747,88.0037938557426,False,"Isolation Forest anomaly; high transaction burst (12 in 5 min); high device velocity (12 in 15 min); merchant activity above its normal baseline; device burst rate above its normal baseline; device in suspected abuse ring (RING-001, 3 devices)",INC-0004,P0 — Immediate
